147.699,-1.01041,147.027,-0.976927
169.686,-10.3095,168.901,-10.2724
168.901,-10.2724,168.069,-10.233
168.069,-10.233,167.18,-10.1911
167.18,-10.1911,166.243,-10.147
166.243,-10.147,165.27,-10.1012
165.27,-10.1012,164.274,-10.0545
75.5769,-15.9087,76.557,-16.1069
78.5165,-16.5075,79.4958,-16.7098
72.6348,-15.3217,73.6157,-15.5161
77.5369,-16.3065,78.5165,-16.5075
73.6157,-15.5161,74.5964,-15.7117
71.6536,-15.1286,72.6348,-15.3217
76.557,-16.1069,77.5369,-16.3065
69.6904,-14.7462,70.6721,-14.9368
70.6721,-14.9368,71.6536,-15.1286
74.5964,-15.7117,75.5769,-15.9087
68.7084,-14.5568,69.6904,-14.7462
195.367,-44.9257,196.337,-45.1715
197.308,-45.4153,198.279,-45.6573
199.251,-45.8973,200.223,-46.1354
100.965,-21.5316,101.936,-21.7739
102.907,-22.0183,103.877,-22.2649
104.847,-22.5137,105.816,-22.7647
194.397,-44.678,195.367,-44.9257
192.458,-44.1767,193.427,-44.4283
196.337,-45.1715,197.308,-45.4153
190.521,-43.6676,191.489,-43.9232
198.279,-45.6573,199.251,-45.8973
108.722,-23.5305,109.689,-23.7901
101.936,-21.7739,102.907,-22.0183
103.877,-22.2649,104.847,-22.5137
105.816,-22.7647,106.785,-23.0178
191.489,-43.9232,192.458,-44.1767
193.427,-44.4283,194.397,-44.678
189.553,-43.4102,190.521,-43.6676
107.754,-23.2731,108.722,-23.5305
187.618,-42.8893,188.585,-43.1507
185.685,-42.3606,186.651,-42.6259
109.689,-23.7901,110.656,-24.0519
114.521,-25.1208,115.485,-25.3935
111.623,-24.3159,112.589,-24.582
106.785,-23.0178,107.754,-23.2731
188.585,-43.1507,189.553,-43.4102
186.651,-42.6259,187.618,-42.8893
110.656,-24.0519,111.623,-24.3159
112.589,-24.582,113.555,-24.8503
117.414,-25.9454,118.377,-26.2247
116.45,-25.6684,117.414,-25.9454
113.555,-24.8503,114.521,-25.1208
125.106,-28.2617,126.067,-28.5502
115.485,-25.3935,116.45,-25.6684
120.295,-26.8296,121.257,-27.115
122.22,-27.4008,123.182,-27.6871
123.182,-27.6871,124.144,-27.974
127.029,-28.8398,127.99,-29.1305
124.144,-27.974,125.106,-28.2617
118.377,-26.2247,119.341,-26.5061
129.912,-29.7157,130.872,-30.0105
127.99,-29.1305,128.951,-29.4224
121.257,-27.115,122.22,-27.4008
126.067,-28.5502,127.029,-28.8398
130.872,-30.0105,131.832,-30.3069
128.951,-29.4224,129.912,-29.7157
132.792,-30.605,133.751,-30.905
131.832,-30.3069,132.792,-30.605
133.751,-30.905,134.71,-31.207
136.627,-31.8173,137.584,-32.1259
135.669,-31.511,136.627,-31.8173
134.71,-31.207,135.669,-31.511
137.584,-32.1259,138.541,-32.4369
140.454,-33.0668,141.409,-33.386
139.498,-32.7505,140.454,-33.0668
138.541,-32.4369,139.498,-32.7505
119.341,-26.5061,120.295,-26.8296
141.409,-33.386,142.364,-33.708
142.364,-33.708,143.318,-34.0331
144.272,-34.3614,145.224,-34.6931
95.3618,0.941656,94.3563,1.0161
143.318,-34.0331,144.272,-34.3614
146.177,-35.0281,147.128,-35.3667
164.274,-10.0545,163.265,-10.0072
145.224,-34.6931,146.177,-35.0281
147.128,-35.3667,148.079,-35.7089
146.016,-0.927277,145.006,-0.87845
132.911,-8.58919,133.921,-8.63936
135.942,-8.74278,136.952,-8.79295
134.932,-8.6913,135.942,-8.74278
139.949,-0.646787,138.938,-0.602969
149.026,-36.0698,149.974,-36.424
130.889,-8.49626,131.9,-8.54152
141.972,-0.736946,140.961,-0.691447
143.019,-9.07471,144.03,-9.12072
142.008,-9.0287,143.019,-9.07471
145.042,-9.16677,146.053,-9.21288
146.053,-9.21288,147.064,-9.25905
148.076,-9.30528,149.087,-9.35157
149.087,-9.35157,150.098,-9.39791
139.985,-8.93623,140.996,-8.98259
150.098,-9.39791,151.109,-9.44431
151.109,-9.44431,152.12,-9.49075
152.12,-9.49075,153.131,-9.53725
154.143,-9.5838,155.154,-9.63043
155.154,-9.63043,156.165,-9.67713
138.974,-8.88938,139.985,-8.93623
143.995,-0.830451,142.984,-0.783282
137.963,-8.84174,138.974,-8.88938
131.9,-8.54152,132.911,-8.58919
145.006,-0.87845,143.995,-0.830451
136.952,-8.79295,137.963,-8.84174
147.027,-0.976927,146.016,-0.927277
149.974,-36.424,150.921,-36.7816
133.921,-8.63936,134.932,-8.6913
112.575,0.262554,111.563,0.300728
108.524,0.417801,107.512,0.457519
106.499,0.497507,105.487,0.537716
135.901,-0.476603,134.889,-0.436185
104.474,0.578099,103.462,0.618611
102.449,0.659203,101.437,0.699829
137.926,-0.559998,136.914,-0.517873
138.938,-0.602969,137.926,-0.559998
100.424,0.740441,99.4119,0.780993
129.877,-8.45299,130.889,-8.49626
140.961,-0.691447,139.949,-0.646787
144.03,-9.12072,145.042,-9.16677
140.996,-8.98259,142.008,-9.0287
147.064,-9.25905,148.076,-9.30528
142.984,-0.783282,141.972,-0.736946
153.131,-9.53725,154.143,-9.5838
156.165,-9.67713,157.177,-9.72392
99.4119,0.780993,98.3995,0.821438
98.3995,0.821438,97.387,0.861728
96.3744,0.901817,95.3618,0.941656
97.387,0.861728,96.3744,0.901817
148.079,-35.7089,149.026,-36.0698
150.921,-36.7816,151.868,-37.1426
119.669,0.0120852,118.656,0.0457444
128.81,-0.211798,127.797,-0.177447
116.628,0.115371,115.615,0.151246
130.837,-0.283123,129.824,-0.247023
115.615,0.151246,114.602,0.187767
131.85,-0.320092,130.837,-0.283123
151.868,-37.1426,152.814,-37.5068
113.588,0.224885,112.575,0.262554
132.863,-0.357927,131.85,-0.320092
111.563,0.300728,110.55,0.339358
133.876,-0.396626,132.863,-0.357927
110.55,0.339358,109.537,0.378398
109.537,0.378398,108.524,0.417801
134.889,-0.436185,133.876,-0.396626
107.512,0.457519,106.499,0.497507
105.487,0.537716,104.474,0.578099
103.462,0.618611,102.449,0.659203
101.437,0.699829,100.424,0.740441
136.914,-0.517873,135.901,-0.476603
158.19,-9.77082,157.177,-9.72392
159.203,-9.81785,158.19,-9.77082
124.741,-0.142766,123.727,-0.113745
122.712,-0.0837016,121.698,-0.0526844
126.783,-0.143976,125.769,-0.111386
120.683,-0.0207386,119.669,0.0120852
127.797,-0.177447,126.783,-0.143976
118.656,0.0457444,117.642,0.0801888
117.642,0.0801888,116.628,0.115371
129.824,-0.247023,128.81,-0.211798
114.602,0.187767,113.588,0.224885
152.814,-37.5068,153.76,-37.8741
94.3563,1.0161,93.3419,1.0467
153.76,-37.8741,154.705,-38.2446
163.265,-10.0072,162.251,-9.95976
93.3419,1.0467,92.3271,1.07587
154.705,-38.2446,155.649,-38.6182
123.727,-0.113745,122.712,-0.0837016
92.3271,1.07587,91.312,1.10369
121.698,-0.0526844,120.683,-0.0207386
91.312,1.10369,90.2967,1.13026
90.2967,1.13026,89.2812,1.15566
89.2812,1.15566,88.2654,1.17997
160.218,-9.86502,159.203,-9.81785
88.2654,1.17997,87.2494,1.20329
65.8985,1.6169,64.8825,1.64031
155.649,-38.6182,156.593,-38.9947
87.2494,1.20329,86.2333,1.2257
66.9146,1.5944,65.8985,1.6169
156.593,-38.9947,157.536,-39.3741
86.2333,1.2257,85.217,1.24729
67.9309,1.57274,66.9146,1.5944
157.536,-39.3741,158.478,-39.7564
85.217,1.24729,84.2005,1.26814
68.9474,1.55183,67.9309,1.57274
84.2005,1.26814,83.1839,1.28834
69.964,1.53156,68.9474,1.55183
83.1839,1.28834,82.1672,1.30798
70.9807,1.51187,69.964,1.53156
71.9975,1.49266,70.9807,1.51187
80.1334,1.34593,79.1165,1.36441
81.1503,1.32715,80.1334,1.34593
73.0144,1.47385,71.9975,1.49266
82.1672,1.30798,81.1503,1.32715
161.234,-9.91233,160.218,-9.86502
77.0824,1.40081,76.0654,1.41892
76.0654,1.41892,75.0484,1.43706
79.1165,1.36441,78.0995,1.38267
75.0484,1.43706,74.0314,1.45535
74.0314,1.45535,73.0144,1.47385
78.0995,1.38267,77.0824,1.40081
158.478,-39.7564,159.42,-40.1414
160.362,-40.5291,161.302,-40.9194
162.251,-9.95976,161.234,-9.91233
159.42,-40.1414,160.362,-40.5291
162.243,-41.3122,163.182,-41.7075
161.302,-40.9194,162.243,-41.3122
165.061,-42.5053,165.999,-42.9075
163.182,-41.7075,164.122,-42.1052
164.122,-42.1052,165.061,-42.5053
166.937,-43.312,167.874,-43.7186
165.999,-42.9075,166.937,-43.312
168.812,-44.1272,169.748,-44.5378
167.874,-43.7186,168.812,-44.1272
125.769,-0.111386,124.741,-0.142766
63.935,-5.15314,63.2955,-8.68916
63.2955,-8.68916,61.9863,-13.0085
64.8825,1.64031,63.935,-5.15314
